day	turnSpent	free?	location	encounterName	familiar	items	meat	rounds	mus	mys	mox	advsGained	effectsGained	itemsUsed	skillsUsed	freeRun?	banish	freeKill	sniff	spit	copy	macroFrom	
2	266	false	Summoning Chamber	Lord Spookyraven	XO Skeleton	 | Eye of Ed | Lord Spookyraven's ear trumpet | boss brain	10	2	113	48	40	0				0	0	0	0	0	0		
2	267	false	The Hidden Office Building	pygmy witch accountant	XO Skeleton	 | recording of Donho's Bubbly Ballad | X | good brain	248	2	57	14	13	0				0	0	0	0	0	0		
2	268	TRUE	CONSUME: eat 1 hunter brain	N/A	XO Skeleton		0	-1	0	0	0	7				0	0	0	0	0	0		
2	268	false	The Hidden Office Building	zombie-huntin' feller	XO Skeleton	 | hunter brain	14	2	22	14	8	0				0	0	0	0	0	0		
2	269	false	The Hidden Office Building	pygmy headhunter	XO Skeleton	 | briefcase | good brain	282	2	46	14	27	0				0	0	0	0	0	0		
2	270	false	The Hidden Office Building	pygmy headhunter	XO Skeleton	 | headhunter necktie | briefcase	297	2	58	10	22	0				0	0	0	0	0	0		
2	271	false	The Hidden Office Building	pygmy headhunter	XO Skeleton	 | pointed stick | briefcase | good brain | Gathered Meat-Clip	307	2	60	19	12	0				0	0	0	0	0	0		
2	272	true	The Hidden Office Building	Wooof! Wooooooof!	XO Skeleton	 | Ghost Dog Chow	0	-1	0	0	0	0				0	0	0	0	0	0		
2	272	TRUE	PILLKEEPER: Wednesday - Sneakisol	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	272	false	The Hidden Office Building	Working Holiday	XO Skeleton	 | boring binder clip	0	-1	0	0	0	0				0	0	0	0	0	0		
2	273	false	The Hidden Office Building	ancient protector spirit	XO Skeleton	 | crackling stone sphere | O | good brain	12	3	53	26	17	0				0	0	0	0	0	0		
2	274	true	An Overgrown Shrine (Northeast)	Air Apparent	XO Skeleton	 | stone triangle	0	-1	0	0	0	0				0	0	0	0	0	0		
2	274	true	The Hidden Bowling Alley	drunk pygmy	XO Skeleton		0	1	0	0	0	0			 | REFLEX HAMMER	1	1	0	0	0	0		
2	274	true	The Hidden Bowling Alley	pygmy janitor	XO Skeleton		0	0	0	0	0	0			 | USE THE FORCE | SABER BANISH	0	1	0	0	0	0		
2	274	false	The Hidden Bowling Alley	pygmy bowler	XO Skeleton	 | bowling ball | imitation White Russian | good brain	236	2	56	29	9	0				0	0	0	0	0	0		
2	275	false	The Hidden Bowling Alley	Life is Like a Cherry of Bowls	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	276	false	The Hidden Bowling Alley	pygmy orderlies	XO Skeleton	 | pill cup | good brain	367	2	45	23	25	0				0	0	0	0	0	0		
2	277	false	The Hidden Bowling Alley	a pygmy bowler!	XO Skeleton	 | bowling ball | imitation White Russian | good brain	216	3	44	14	15	0			 | CHEAT CODE: REPLACE ENEMY	0	0	0	0	0	0	 | pygmy orderlies	
2	278	false	The Copperhead Club	Shen Copperhead, Jerk	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	279	true	The Copperhead Club	sausage goblin	XO Skeleton	 | magical sausage casing | X | good brain	163	7	40	16	13	0			 | SUMMON LOVE GNATS | SUMMON LOVE MOSQUITO	0	0	0	0	0	0		
2	279	false	The Hidden Bowling Alley	Life is Like a Cherry of Bowls	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	280	false	The Hidden Bowling Alley	pygmy orderlies	XO Skeleton	 | pill cup | green pixel | good brain	360	3	33	14	9	0				0	0	0	0	0	0		
2	281	false	The Hidden Bowling Alley	pygmy bowler	XO Skeleton	 | bowling ball | good brain	233	4	38	10	10	0			 | OFFER LATTE TO OPPONENT	0	0	0	1	0	0		
2	282	false	The Hidden Bowling Alley	Life is Like a Cherry of Bowls	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	283	true	The Hidden Bowling Alley	Wooof! Wooooooof!	XO Skeleton	 | Ghost Dog Chow	0	-1	0	0	0	0				0	0	0	0	0	0		
2	283	false	The Hidden Bowling Alley	pygmy bowler	XO Skeleton	 | bowling ball | imitation White Russian	197	3	35	10	12	0				0	0	0	0	0	0		
2	284	false	The Hidden Bowling Alley	Life is Like a Cherry of Bowls	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	285	true	The Hidden Bowling Alley	pygmy orderlies	XO Skeleton		0	1	0	0	0	0			 | ASDON MARTIN: SPRING-LOADED FRONT BUMPER	0	0	0	0	0	0		
2	285	false	The Hidden Bowling Alley	pygmy bowler	XO Skeleton	 | bowling ball | tiny bowler | imitation White Russian	221	2	32	11	11	0				0	0	0	0	0	0		
2	286	false	The Hidden Bowling Alley	ancient protector spirit	XO Skeleton	 | scorched stone sphere | blue pixel | O | good brain	13	3	41	6	8	0				0	0	0	0	0	0		
2	287	false	The Hidden Hospital	pygmy witch surgeon	XO Skeleton	 | head mirror | good brain	275	2	37	7	9	0				0	0	0	0	0	0		
2	288	false	The Hidden Hospital	pygmy witch surgeon	XO Skeleton	 | blue pixel | bloodied surgical dungarees | good brain | Gathered Meat-Clip	349	2	36	7	8	0				0	0	0	0	0	0		
2	289	false	The Hidden Hospital	ancient protector spirit	XO Skeleton	 | dripping stone sphere | good brain	15	4	37	11	8	0				0	0	0	0	0	0		
2	290	true	An Overgrown Shrine (Southwest)	Water You Dune	XO Skeleton	 | stone triangle	0	-1	0	0	0	0				0	0	0	0	0	0		
2	290	true	An Overgrown Shrine (Southeast)	Fire When Ready	XO Skeleton	 | stone triangle	0	-1	0	0	0	0				0	0	0	0	0	0		
2	290	TRUE	CONSUME: eat 1 boss brain	N/A	XO Skeleton		0	-1	0	0	0	7				0	0	0	0	0	0		
2	290	false	A Massive Ziggurat	Protector Spectre	XO Skeleton	 | ancient amulet | spectre scepter | X | boss brain	15	4	73	33	38	0				0	0	0	0	0	0		
2	291	false	The Unquiet Garves	Smart Skelton	XO Skeleton	 | smart skull | crappy brain	12	2	16	1	2	0				0	0	0	0	0	0		
2	292	false	The Unquiet Garves	lihc	XO Skeleton	 | lihc eye | crappy brain	78	3	15	0	3	0				0	0	0	0	0	0		
2	293	false	The Unquiet Garves	zobmie	XO Skeleton	 | cranberries | wriggling worm | crappy brain	71	2	13	1	4	0				0	0	0	0	0	0		
2	294	TRUE	CONSUME: eat 1 hunter brain	N/A	XO Skeleton		0	-1	0	0	0	7				0	0	0	0	0	0		
2	294	false	The Unquiet Garves	rag-tag band of survivors	XO Skeleton	 | hunter brain	14	2	29	16	11	0				0	0	0	0	0	0		
2	295	false	The Unquiet Garves	Smart Skelton	XO Skeleton	 | smart skull | O | crappy brain	14	2	13	0	4	0				0	0	0	0	0	0		
2	296	false	The Unquiet Garves	the Snakeleton	XO Skeleton	 | The Shield of Brook | red pixel | good brain	15	2	30	13	11	0				0	0	0	0	0	0		
2	297	false	The Copperhead Club	Perry Collins the bartender	XO Skeleton	 | electric copperhead potion | good brain	169	2	28	11	11	0				0	0	0	0	0	0		
2	298	true	The Copperhead Club	sausage goblin	XO Skeleton	 | magical sausage casing | good brain	165	4	64	27	27	0	 | Wolfish Form (1)		 | BECOME A WOLF	0	0	0	0	0	0		
2	298	false	The Copperhead Club	ninja dressed as a waiter	XO Skeleton	 | crappy waiter disguise | throwing fork | blue pixel | X | li'l ninja costume | good brain	11	2	28	10	16	0				0	0	0	0	0	0		
2	299	false	The Copperhead Club	Shen Copperhead, Huge Jerk	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	300	false	The Copperhead Club	fan dancer	XO Skeleton	 | blowdart | dancing fan | good brain | Gathered Meat-Clip	207	2	33	6	12	0				0	0	0	0	0	0		
2	301	false	The Hole in the Sky	The Burrowing Bishop	XO Skeleton	 | star | line	10	2	35	10	11	0				0	0	0	0	0	0		
2	302	true	The Hole in the Sky	sausage goblin	XO Skeleton	 | red-hot sausage fork | magical sausage casing | red pixel | good brain	145	5	72	28	21	0			 | HUGS AND KISSES | CHEAT CODE: SHRINK ENEMY	0	0	0	0	0	0		
2	302	false	The Hole in the Sky	The Hooded Warrior	XO Skeleton	 | star | star	15	2	37	18	14	0				0	0	0	0	0	0		
2	303	false	The Hole in the Sky	The Snake With Like Ten Heads	XO Skeleton	 | The Eye of the Stars | O | good brain	10	2	35	19	14	0				0	0	0	0	0	0		
2	304	false	The Hole in the Sky	The Trouser Snake	XO Skeleton	 | probability potion | line | line | Pok&eacute;-Gro fertilizer	15	2	33	17	9	0				0	0	0	0	0	0		
2	305	false	The Hole in the Sky	The Family Jewels	XO Skeleton	 | star | star	13	2	38	10	16	0				0	0	0	0	0	0		
2	306	false	The Hole in the Sky	The Trouser Snake	XO Skeleton	 | line | line | line	15	2	39	16	10	0				0	0	0	0	0	0		
2	307	true	The Hole in the Sky	Wooof! Wooooooof!	XO Skeleton	 | Ghost Dog Chow	0	-1	0	0	0	0				0	0	0	0	0	0		
2	307	false	The Hole in the Sky	The Astronomer	XO Skeleton	 | plastic cup of beer | star chart | X	15	2	33	13	17	0				0	0	0	0	0	0		
2	308	false	The Hole in the Sky	The Hooded Warrior	XO Skeleton	 | star | star | line	13	2	43	11	16	0				0	0	0	0	0	0		
2	309	false	The Hole in the Sky	The Twig and Berries	XO Skeleton	 | line | star | star	15	2	28	25	12	0				0	0	0	0	0	0		
2	310	false	The Copperhead Club	Riff Collins the bartender	XO Skeleton	 | handful of tips | electric copperhead potion | good brain	218	2	35	9	13	0				0	0	0	0	0	0		
2	311	false	The Copperhead Club	waiter dressed as a ninja	XO Skeleton	 | shuriken salad | ninja eyeblack | good brain | Gathered Meat-Clip	63	2	33	10	13	0				0	0	0	0	0	0		
2	312	true	The Copperhead Club	Wooof! Wooooooof!	XO Skeleton	 | Ghost Dog Chow	0	-1	0	0	0	0				0	0	0	0	0	0		
2	312	false	The Copperhead Club	Shen Copperhead, World's Biggest Jerk	XO Skeleton	 | Copperhead Charm	0	-1	0	0	0	0				0	0	0	0	0	0		
2	313	true	Inside the Palindome	Racecar Bob	XO Skeleton		0	0	0	0	0	0			 | USE THE FORCE | SABER FRIENDS	0	0	0	0	0	0		
2	313	false	Inside the Palindome	Racecar Bob	XO Skeleton	 | enormous belt buckle | leather chaps | stunt nuts | O | good brain	288	2	28	13	7	0				0	0	0	0	0	0		
2	314	false	Inside the Palindome	Racecar Bob	XO Skeleton	 | photograph of a dog | enormous belt buckle | leather chaps | stunt nuts | ketchup hound | good brain	242	3	33	6	8	0		|disposable instant camera		0	0	0	0	0	0		
2	315	false	Inside the Palindome	Racecar Bob	XO Skeleton	 | enormous belt buckle | stunt nuts | ketchup hound | good brain	256	2	29	7	11	0				0	0	0	0	0	0		
2	316	TRUE	CONSUME: eat 1 good brain	N/A	XO Skeleton		0	-1	0	0	0	4				0	0	0	0	0	0		
2	316	TRUE	CONSUME: eat 1 good brain	N/A	XO Skeleton		0	-1	0	0	0	4				0	0	0	0	0	0		
2	316	false	Inside the Palindome	Taco Cat	XO Skeleton	 | taco shell | catgut | cat appendix | good brain	199	2	27	11	10	0				0	0	0	0	0	0		
2	317	false	Inside the Palindome	Do Geese See God?	XO Skeleton	 | photograph of God	0	-1	0	0	0	0				0	0	0	0	0	0		
2	318	false	Inside the Palindome	Last Egg Gets Al	XO Skeleton	 | photograph of an ostrich egg	0	-1	0	0	0	0				0	0	0	0	0	0		
2	319	false	Inside the Palindome	Rod Nevada, Vendor	XO Skeleton	 | photograph of a red nugget	0	-1	0	0	0	0				0	0	0	0	0	0		
2	320	false	Inside the Palindome	Drab Bard	XO Skeleton	 | olive | drab sonata | X | good brain	163	2	32	5	9	0				0	0	0	0	0	0		
2	321	true	Inside the Palindome	Wooof! Wooooooof!	XO Skeleton	 | Ghost Dog Chow	0	-1	0	0	0	0				0	0	0	0	0	0		
2	321	true	Inside the Palindome	Bob Racecar	XO Skeleton	 | leather chaps | stunt nuts | ketchup hound | &quot;I Love Me, Vol. I&quot; | good brain	242	2	26	17	6	0				0	0	0	0	0	0		
2	321	false	Dr. Awkward's Office	N/A	XO Skeleton	 | &quot;2 Love Me, Vol. 2&quot;	0	-1	0	0	0	0				0	0	0	0	0	0		
2	322	true	Cook 1 wet stew + 1 stunt nuts	N/A	XO Skeleton	 | wet stunt nut stew	0	-1	0	0	0	0				0	0	0	0	0	0		
2	322	TRUE	CONSUME: eat 1 boss brain	N/A	XO Skeleton		0	-1	0	0	0	7				0	0	0	0	0	0		
2	322	false	Dr. Awkward's Office	Dr. Awkward	XO Skeleton	 | Staff of Fats | Drowsy Sword | boss brain	11	2	88	28	25	0				0	0	0	0	0	0		
2	323	true	The Shore, Inc. Travel Agency	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	323	false	The Arid, Extra-Dry Desert	giant giant giant centipede	XO Skeleton	 | handful of sand	294	2	25	13	9	0	 | Ultrahydrated (10)			0	0	0	0	0	0		
2	324	false	The Arid, Extra-Dry Desert	swarm of fire ants	XO Skeleton	 | ant agonist | ant sickle | handful of sand	98	2	27	10	11	0	 | Ultrahydrated (3)			0	0	0	0	0	0		
2	325	false	The Arid, Extra-Dry Desert	rock scorpion	XO Skeleton	 | handful of sand | O	372	2	28	12	6	0				0	0	0	0	0	0		
2	326	false	The Arid, Extra-Dry Desert	plaque of locusts	XO Skeleton	 | handful of sand | Gathered Meat-Clip	55	2	26	9	10	0				0	0	0	0	0	0		
2	327	false	The Arid, Extra-Dry Desert	swarm of fire ants	XO Skeleton	 | handful of sand	97	2	26	7	13	0				0	0	0	0	0	0		
2	328	true	The Arid, Extra-Dry Desert	A Sietch in Time	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	328	true	The Arid, Extra-Dry Desert	Wooof! Wooooooof!	XO Skeleton	 | Ghost Dog Chow	0	-1	0	0	0	0				0	0	0	0	0	0		
2	328	true	The Arid, Extra-Dry Desert	giant giant giant centipede	XO Skeleton	 | handful of sand	237	2	33	9	4	0	 | Ultrahydrated (3)		 | CHEST X-RAY	0	0	1	0	0	0		
2	328	true	The Arid, Extra-Dry Desert	swarm of fire ants	XO Skeleton	 | ant agonist | X	106	2	30	6	10	0			 | CHEST X-RAY	0	0	1	0	0	0		
2	328	true	The Arid, Extra-Dry Desert	plaque of locusts	XO Skeleton	 | honey-dipped locust | bronzed locust	54	2	29	6	10	0	 | Ultrahydrated (3)		 | CHEST X-RAY	0	0	1	0	0	0		
2	328	false	The Arid, Extra-Dry Desert	rock scorpion	XO Skeleton	 | handful of sand	302	2	35	5	7	0	 | Ultrahydrated (3)			0	0	0	0	0	0		
2	329	false	The Arid, Extra-Dry Desert	rock scorpion	XO Skeleton	 | worm-riding manual page	338	2	30	9	7	0				0	0	0	0	0	0		
2	330	false	The Arid, Extra-Dry Desert	swarm of fire ants	XO Skeleton	 | ant pick	101	2	32	6	9	0	 | Ultrahydrated (3)			0	0	0	0	0	0		
2	331	TRUE	CONSUME: eat 9 good brain	N/A	XO Skeleton		0	-1	0	0	0	36				0	0	0	0	0	0		
2	331	false	The Arid, Extra-Dry Desert	plaque of locusts	XO Skeleton	 | honey-dipped locust | bronzed locust | handful of sand | O	55	2	27	12	5	0				0	0	0	0	0	0		
2	332	false	The Arid, Extra-Dry Desert	cactuary	XO Skeleton	 | cactus fruit | handful of sand | bit-o-cactus | worm-riding manual page (3)	185	2	32	4	9	0	 | Ultrahydrated (3)			0	0	0	0	0	0		
2	333	false	The Arid, Extra-Dry Desert	giant giant giant centipede	XO Skeleton	 | centipede eggs | handful of sand | handful of sand	294	2	27	13	7	0				0	0	0	0	0	0		
2	334	false	The Arid, Extra-Dry Desert	plaque of locusts	XO Skeleton	 | honey-dipped locust | bronzed locust | handful of sand	55	3	26	10	8	0				0	0	0	0	0	0		
2	335	false	The Arid, Extra-Dry Desert	swarm of fire ants	XO Skeleton	 | ant agonist | X | worm-riding manual page (2)	89	2	37	3	8	0				0	0	0	0	0	0		
2	336	false	The Arid, Extra-Dry Desert	rock scorpion	XO Skeleton	 | handful of sand	405	2	29	7	10	0	 | Ultrahydrated (3)			0	0	0	0	0	0		
2	337	false	The Arid, Extra-Dry Desert	giant giant giant centipede	XO Skeleton	 | handful of sand | Gathered Meat-Clip	247	2	33	10	3	0	 | Ultrahydrated (3)			0	0	0	0	0	0		
2	338	false	The Arid, Extra-Dry Desert	rock scorpion	XO Skeleton	 | worm-riding manual page (2)	335	2	27	14	6	0				0	0	0	0	0	0		
2	339	false	The Arid, Extra-Dry Desert	rock scorpion	XO Skeleton	 | worm-riding manual page (3)	418	2	22	9	15	0	 | Ultrahydrated (3)			0	0	0	0	0	0		
2	340	false	The Arid, Extra-Dry Desert	plaque of locusts	XO Skeleton	 | honey-dipped locust | handful of sand | O	62	2	26	8	11	0	 | Ultrahydrated (3)			0	0	0	0	0	0		
2	341	false	The Arid, Extra-Dry Desert	swarm of fire ants	XO Skeleton	 | handful of sand | worm-riding manual page (3)	111	2	31	10	6	0				0	0	0	0	0	0		
2	342	false	The Arid, Extra-Dry Desert	giant giant giant centipede	XO Skeleton	 | centipede eggs	288	2	31	7	8	0				0	0	0	0	0	0		
2	343	true	The Arid, Extra-Dry Desert	Playing Fetch*	XO Skeleton	 | tennis ball	0	-1	0	0	0	0				0	0	0	0	0	0		
2	343	false	The Arid, Extra-Dry Desert	cactuary	XO Skeleton	 | cactus fruit | handful of sand | bit-o-cactus | worm-riding manual page	164	2	29	9	8	0	 | Ultrahydrated (3)			0	0	0	0	0	0		
2	344	false	The Oasis	blur	XO Skeleton	 | drum machine | Hugo's Weaving Manual | palm frond | carbonated water lily | X | good brain	209	3	28	5	12	0			 | OTOSCOPE	0	0	0	0	0	0		
2	345	false	The Arid, Extra-Dry Desert	rock scorpion	XO Skeleton		370	2	35	7	4	0				0	0	0	0	0	0		
2	346	false	The Arid, Extra-Dry Desert	rock scorpion	XO Skeleton	 | handful of sand	327	2	32	4	9	0	 | Ultrahydrated (3)			0	0	0	0	0	0		
2	347	false	The Arid, Extra-Dry Desert	plaque of locusts	XO Skeleton	 | honey-dipped locust | bronzed locust | handful of sand	55	2	26	12	5	0				0	0	0	0	0	0		
2	348	TRUE	CONSUME: drink 1 astral pilsner	N/A	XO Skeleton		0	-1	0	0	0	11				0	0	0	0	0	0		
2	348	TRUE	CONSUME: drink 1 astral pilsner	N/A	XO Skeleton		0	-1	0	0	0	11				0	0	0	0	0	0		
2	348	TRUE	CONSUME: drink 1 astral pilsner	N/A	XO Skeleton		0	-1	0	0	0	11				0	0	0	0	0	0		
2	348	TRUE	CONSUME: drink 1 astral pilsner	N/A	XO Skeleton		0	-1	0	0	0	11				0	0	0	0	0	0		
2	348	false	The Arid, Extra-Dry Desert	swarm of fire ants	XO Skeleton	 | handful of sand | Gathered Meat-Clip	92	2	26	13	7	0				0	0	0	0	0	0		
2	349	false	The Upper Chamber	A Wheel -- How Fortunate!	XO Skeleton	 | crumbling wooden wheel	0	-1	0	0	0	0				0	0	0	0	0	0		
2	350	false	The Upper Chamber	A Wheel -- How Fortunate!	XO Skeleton	 | crumbling wooden wheel	0	-1	0	0	0	0				0	0	0	0	0	0		
2	351	false	The Upper Chamber	A Wheel -- How Fortunate!	XO Skeleton	 | crumbling wooden wheel	0	-1	0	0	0	0				0	0	0	0	0	0		
2	352	false	The Upper Chamber	Iiti Kitty	XO Skeleton	 | leathery cat skin | ancient Magi-Wipes | Iiti Kitty Gumdrop | O | good brain	14	2	31	6	16	0				0	0	0	0	0	0		
2	353	true	Cook 15 wad of dough + 15 soda water	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	353	true	The Upper Chamber	tomb bat	XO Skeleton		0	1	0	0	0	0			 | ASDON MARTIN: SPRING-LOADED FRONT BUMPER	0	0	0	0	0	0		
2	353	false	The Upper Chamber	Down Dooby-Doo Down Down	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	354	true	The Middle Chamber	tomb asp	XO Skeleton		0	1	0	0	0	0			 | THROW LATTE ON OPPONENT	1	1	0	0	0	0		
2	354	false	The Middle Chamber	tomb rat	XO Skeleton	 | tomb ratchet | leathery rat skin | good brain	152	2	24	18	9	0				0	0	0	0	0	0		
2	355	false	The Middle Chamber	tomb rat	XO Skeleton	 | leathery rat skin | unidentified jerky	124	2	32	10	11	0				0	0	0	0	0	0		
2	356	true	The Middle Chamber	tomb servant	XO Skeleton		0	1	0	0	0	0			 | REFLEX HAMMER	1	1	0	0	0	0		
2	356	false	The Middle Chamber	tomb rat	XO Skeleton	 | good brain	165	2	33	9	10	0				0	0	0	0	0	0		
2	357	false	The Middle Chamber	Further Down Dooby-Doo Down Down	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	358	false	The Middle Chamber	tomb rat	XO Skeleton	 | leathery rat skin | X | good brain	158	2	28	10	13	0				0	0	0	0	0	0		
2	359	false	The Middle Chamber	tomb rat	XO Skeleton	 | good brain	151	2	36	7	11	0				0	0	0	0	0	0		
2	360	true	The Middle Chamber	Ratchet-catcher	XO Skeleton	 | tomb ratchet	0	-1	0	0	0	0				0	0	0	0	0	0		
2	360	false	The Middle Chamber	tomb rat	XO Skeleton	 | tomb ratchet | good brain	145	2	32	9	10	0				0	0	0	0	0	0		
2	361	false	The Middle Chamber	tomb rat	XO Skeleton	 | leathery rat skin | unidentified jerky | good brain	131	2	28	12	11	0				0	0	0	0	0	0		
2	362	false	The Middle Chamber	Under Control	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	363	false	The Upper Chamber	A Wheel -- How Fortunate!	XO Skeleton	 | crumbling wooden wheel	0	-1	0	0	0	0				0	0	0	0	0	0		
2	364	false	The Upper Chamber	Iiti Kitty	XO Skeleton	 | unidentified jerky | Iiti Kitty phone charm | ancient Magi-Wipes | good brain	11	2	36	12	6	0				0	0	0	0	0	0		
2	365	false	The Upper Chamber	A Wheel -- How Fortunate!	XO Skeleton	 | crumbling wooden wheel	0	-1	0	0	0	0				0	0	0	0	0	0		
2	366	false	The Upper Chamber	A Wheel -- How Fortunate!	XO Skeleton	 | crumbling wooden wheel	0	-1	0	0	0	0				0	0	0	0	0	0		
2	367	false	The Upper Chamber	Iiti Kitty	XO Skeleton	 | leathery cat skin | ancient Magi-Wipes | ancient vinyl coin purse | mummy wrapping | O | good brain	13	2	37	6	15	0				0	0	0	0	0	0		
2	368	false	The Upper Chamber	A Wheel -- How Fortunate!	XO Skeleton	 | crumbling wooden wheel	0	-1	0	0	0	0				0	0	0	0	0	0		
2	369	false	The Lower Chambers	N/A	XO Skeleton	 | ancient bronze token	0	-1	0	0	0	0				0	0	0	0	0	0		
2	370	false	The Lower Chambers	N/A	XO Skeleton	 | ancient bomb	0	-1	0	0	0	0				0	0	0	0	0	0		
2	371	false	The Lower Chambers	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	372	false	The Lower Chambers	Ed the Undying	XO Skeleton	 | Gathered Meat-Clip	14	2	49	21	19	0				0	0	0	0	0	0		
2	373	false	The Lower Chambers	Ed the Undying	XO Skeleton		13	2	48	20	26	0				0	0	0	0	0	0		
2	374	false	The Lower Chambers	Ed the Undying	XO Skeleton		15	2	53	20	20	0				0	0	0	0	0	0		
2	375	false	The Lower Chambers	Ed the Undying	XO Skeleton	 | X	15	2	39	20	29	0				0	0	0	0	0	0		
2	376	false	The Lower Chambers	Ed the Undying	XO Skeleton		12	2	54	21	14	0				0	0	0	0	0	0		
2	377	false	The Lower Chambers	Ed the Undying	XO Skeleton		15	2	56	15	19	0				0	0	0	0	0	0		
2	378	false	The Lower Chambers	Ed the Undying	XO Skeleton	 | Holy MacGuffin | handful of confetti	14	2	48	23	18	0				0	0	0	0	0	0		
2	379	false	The Defiled Cranny	giant swarm of ghuol whelps	XO Skeleton	 | good brain	11	3	35	5	10	0				0	0	0	0	0	0		
2	380	false	The Defiled Cranny	giant swarm of ghuol whelps	XO Skeleton	 | O | good brain	14	3	30	13	7	0				0	0	0	0	0	0		
2	381	false	The Defiled Cranny	gaunt ghuol	XO Skeleton	 | good brain	46	2	30	7	12	0				0	0	0	0	0	0		
2	382	false	The Defiled Cranny	gluttonous ghuol	XO Skeleton	 | good brain	109	2	25	8	17	0				0	0	0	0	0	0		
2	383	false	The Defiled Cranny	giant swarm of ghuol whelps	XO Skeleton	 | good brain | Gathered Meat-Clip	11	3	29	11	8	0				0	0	0	0	0	0		
2	384	false	The Defiled Cranny	huge ghuol	XO Skeleton	 | ghuol ears | X | boss brain	543	2	50	18	23	0				0	0	0	0	0	0		
2	385	true	Twin Peak	Welcome to the Great Overlook Lodge	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	385	false	Twin Peak	the Big Wheelin' Twins	XO Skeleton	 | good brain	118	2	38	13	9	0				0	0	0	0	0	0		
2	386	false	Twin Peak	He Is the Arm, and He Sounds Like This	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	387	false	Twin Peak	Go Check It Out!	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	388	false	Twin Peak	Room 237	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	389	TRUE	CONSUME: eat 1 boss brain	N/A	XO Skeleton		0	-1	0	0	0	7				0	0	0	0	0	0		
2	389	TRUE	PILLKEEPER: Wednesday - Sneakisol	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	389	false	Hippy Camp	The Big Wisniewski	XO Skeleton	 | solid gold bowling ball | boss brain	10	4	141	75	68	0				0	0	0	0	0	0		
2	390	true	Twin Peak	Now It's Dark	XO Skeleton	 | gold wedding ring	0	-1	0	0	0	0				0	0	0	0	0	0		
2	390	true	Cook 14 wad of dough + 14 soda water	N/A	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	390	true	A-Boo Peak	Faction Traction = Inaction	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	390	false	A-Boo Peak	Battlie Knight Ghost	XO Skeleton	 | psychokinetic energy blob | A-Boo clue | Battlie Light Saver | decent brain	12	3	25	8	4	0				0	0	0	0	0	0		
2	391	false	A-Boo Peak	Claybender Sorcerer Ghost	XO Skeleton	 | psychokinetic energy blob | A-Boo clue | ectoplasmic orbs | decent brain	12	4	25	8	8	0				0	0	0	0	0	0		
2	392	false	A-Boo Peak	Whatsian Commando Ghost	XO Skeleton	 | psychokinetic energy blob | A-Boo clue | ectoplasmic orbs | O | decent brain	13	3	20	14	7	0				0	0	0	0	0	0		
2	393	false	A-Boo Peak	Dusken Raider Ghost	XO Skeleton	 | psychokinetic energy blob | A-Boo clue | Duskwalker syringe | ectoplasmic orbs | decent brain	12	3	22	10	3	0				0	0	0	0	0	0		
2	394	false	A-Boo Peak	The Horror...	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	395	false	A-Boo Peak	The Horror...	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	396	false	A-Boo Peak	The Horror...	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	397	false	A-Boo Peak	Come On Ghosty, Light My Pyre	XO Skeleton		0	-1	0	0	0	0				0	0	0	0	0	0		
2	398	false	The Defiled Alcove	corpulent zobmie	XO Skeleton	 | cranberries | decent brain	202	2	10	3	8	0				0	0	0	0	0	0		
2	399	false	The Defiled Alcove	modern zmobie	XO Skeleton	 | wriggling worm | decent brain | Pok&eacute;-Gro fertilizer	167	2	15	9	4	0				0	0	0	0	0	0		
2	400	false	The Defiled Alcove	corpulent zobmie	XO Skeleton	 | X | decent brain	199	2	14	6	8	0				0	0	0	0	0	0		
